brand,colorway,gender,name,title,releaseDate,retailPrice,belowRetail,shoe,missingData
Nike,White/Sport-Red-Dark Obsidian,men,United We Rise (2016),Nike Hyperdunk 08 United We Rise (2016),2016-07-23 23:59:59,160,True,Nike Hyperdunk 08,False
Puma,Grey/Yellow-Orange,men,Grey Yellow,Puma Thunder Spectra Grey Yellow,2018-08-01 23:59:59,120,True,Puma Thunder Spectra,False
Nike,Black/Black-White,men,Rose Velvet,Air Force 1 Low Rose Velvet,2018-11-24 23:59:59,130,True,Air Force 1 Low,False
Nike,University Blue/Light Bone-Habanero Red,men,Lance Mountain English Rose,Nike SB Blazer Mid Lance Mountain English Rose,2018-07-10 23:59:59,85,False,Nike SB Blazer Mid,False
adidas,Sesame/Trace Cargo/Base Green,men,Duck Camo Sesame,adidas NMD R1 Duck Camo Sesame,2018-08-01 23:59:59,130,True,adidas NMD R1,False
Nike,White/Aqua-Neutral Grey-Black,men,Anniversary Aqua,Air Max 1 Anniversary Aqua,2018-03-02 23:59:59,140,True,Air Max 1,False
Jordan,Black/Signal Blue-Orange Peel-Team Orange,men,Royal Paint Splatter,Jordan 1 Mid Royal Paint Splatter,2018-03-22 23:59:59,110,True,Jordan 1 Mid,False
Nike,Black/Black-Metallic Gold-White,men,Black Metallic Gold White,Air Max 95 OG Black Metallic Gold White,2018-11-16 23:59:59,160,True,Air Max 95 OG,False
Nike,White/Neutral Grey-Black-Laser Blue,men,Laser Blue,Air Max 90/1 Laser Blue,2018-08-02 23:59:59,140,True,Air Max 90/1,False
Jordan,Trooper/Bleached Coral,child,Trooper Bleached Coral (GS),Jordan 1 Mid Trooper Bleached Coral (GS),2017-01-01 23:59:59,90,False,Jordan 1 Mid,False
adidas,Core Black/Core Black/Flash Red,men,Alphatype,adidas Crazy BYW X Alphatype,2018-11-22 23:59:59,180,True,adidas Crazy BYW X,False
adidas,Core Black/Trace Khaki/Raw Gold,men,Dark Mocha,adidas Ultra Boost 4.0 Dark Mocha,2017-11-30 23:59:59,180,True,adidas Ultra Boost 4.0,False
Nike,Black/Black-University Red-Light Citron,men,University Red Light Citron,Air Max 270 Bowfin University Red Light Citron,2018-10-11 23:59:59,160,True,Air Max 270 Bowfin,False
Nike,White/University Red-Blue Void,men,3D Chenille Swoosh White Red Blue,Air Force 1 Low 3D Chenille Swoosh White Red Blue,2018-06-20 23:59:59,100,False,Air Force 1 Low,False
Nike,Flax/Flax-Outdoor Green-Gum Light Brown,men,Flax (2018),Air Force 1 High Flax (2018),2018-10-01 23:59:59,140,True,Air Force 1 High,False
Nike,Black/Black-White,men,Cookies & Cream,Nike Epic React Flyknit Cookies & Cream,2018-07-12 23:59:59,150,True,Nike Epic React Flyknit,False
adidas,Clear Brown/Clear Brown/Core Black,men,Clear Brown,adidas Ultraboost ATR Mid Clear Brown,2018-11-01 23:59:59,220,True,adidas Ultraboost ATR Mid,False
Jordan,White/Field Purple-Amarillo,men,Lakers,Jordan Legacy 312 Lakers,2018-11-01 23:59:59,150,True,Jordan Legacy 312,False
adidas,Core Black/Core Black/Core Black,men,Triple Black,adidas EQT Support 93/17 Triple Black,2017-11-24 23:59:59,180,True,adidas EQT Support 93/17,False
adidas,Multi-Color/White,men,Kith Golden Goal,adidas COPA ACE 16+ Purecontrol Ultra Boost Kith Golden Goal,2018-06-29 23:59:59,220,True,adidas COPA ACE 16+ Purecontrol Ultra Boost,False
Nike,Pecan/White,men,Cali (2014),Nike Dunk SB High Cali (2014),2014-08-30 23:59:59,120,True,Nike Dunk SB High,False
Jordan,White/True Blue-Varsity Red,child,True Blue 2016 (GS),Jordan 3 Retro True Blue 2016 (GS),2016-11-25 23:59:59,160,True,Jordan 3 Retro,False
Nike,Black/White-White,men,Oreo,Flyknit Trainer Oreo,2018-02-27 23:59:59,150,True,Flyknit Trainer,False
Nike,Olive Canvas/Black-White-Tour Yellow,men,Olive Canvas,Air Force 1 Low Utility Olive Canvas,2018-10-01 23:59:59,100,False,Air Force 1 Low Utility,False
Jordan,Phantom/Moon Particle,women,Phantom (W),Jordan 13 Retro Phantom (W),2018-07-27 23:59:59,190,True,Jordan 13 Retro,False
adidas,Legend Ink/Carbon/Blue Spirit,men,Parley Legend Ink,adidas Ultra Boost 4.0 Parley Legend Ink,2018-06-27 23:59:59,180,True,adidas Ultra Boost 4.0,False
Nike,Olive Canvas/Black-Olive Canvas-Golden Moss,men,Olive Canvas,Air Max 270 Olive Canvas,2018-10-08 23:59:59,150,True,Air Max 270,False
Nike,Midnight Navy/White-Midnight Navy,men,Think 16 (25 Straight),LeBron Zoom Soldier 1 Think 16 (25 Straight),2018-05-31 23:59:59,150,True,LeBron Zoom Soldier 1,False
adidas,Core Black/Core Black/Core Black,women,Core Black (W),adidas Ultra Boost 4.0 Core Black (W),2017-11-27 23:59:59,180,True,adidas Ultra Boost 4.0,False
Nike,Black/Dark Grey-Black,men,Triple Black,Nike React Element 55 Triple Black,2018-12-03 23:59:59,130,False,Nike React Element 55,False
adidas,Crystal White/Crystal White/Clear Lilac,women,Crystal White Clear Lilac (W),adidas NMD R1 Crystal White Clear Lilac (W),2018-07-20 23:59:59,130,False,adidas NMD R1,False
Nike,Obsidian/White,men,Obsidian,Air More Uptempo Obsidian,2017-11-27 23:59:59,160,True,Air More Uptempo,False
Nike,Thunder Blue/Black-Terra Blush-Red Sepia,men,Thunder Blue,Air VaporMax Moc 2 Thunder Blue,2018-08-16 23:59:59,200,True,Air VaporMax Moc 2,False
Puma,Whisper White/Red Blast,men,Reinvention,Puma RS-X Reinvention,2018-11-01 23:59:59,135,False,Puma RS-X,False
Jordan,White/Metallic Silver,men,Pure Platinum,Jordan 13 Retro Low Pure Platinum,2017-05-20 23:59:59,175,True,Jordan 13 Retro Low,False
Jordan,Game Royal/Black,men,Blue Suede,Jordan 5 Retro Blue Suede,2017-09-30 23:59:59,190,True,Jordan 5 Retro,False
Nike,Black/Phantom-Desert-Cone,men,Black Desert,Air Max 270 Bowfin Black Desert,2018-09-26 23:59:59,160,True,Air Max 270 Bowfin,False
Nike,White/New Green-French Blue-Lake Blue,men,Slate,Air VaporMax 95 Slate,2018-09-06 23:59:59,190,True,Air VaporMax 95,False
Nike,Work Blue/Diffused Blue-White-Cool Grey,men,Work Blue,Air VaporMax Plus Work Blue,2018-08-04 23:59:59,190,True,Air VaporMax Plus,False
adidas,Light Granite/Light Granite/Silver Metallic,men,Light Granite Silver Metallic,adidas Ultra Boost Mid Light Granite Silver Metallic,2018-12-06 23:59:59,180,True,adidas Ultra Boost Mid,False
Nike,White/Multi-Color,men,ERDL Party White,Air Max 95 ERDL Party White,2018-08-04 23:59:59,190,True,Air Max 95,False
Nike,Metallic Gold Coin/White,men,Cinnamon Toast Crunch,Kyrie 4 Cinnamon Toast Crunch,None,120,False,Kyrie 4,False
Nike,Light Bone/Volt-Light Bone,men,Acronym Light Bone,Air VaporMax Moc 2 Acronym Light Bone,2018-03-24 23:59:59,225,True,Air VaporMax Moc 2,False
Jordan,Black/True Red-Sail-Metallic Gold,child,Chinese New Year 2019 (GS),Jordan 12 Retro Chinese New Year 2019 (GS),None,170,True,Jordan 12 Retro,False
Nike,Sail/Cargo Khaki-Dark Stucco,men,Acronym Sail,Air VaporMax Moc 2 Acronym Sail,2018-05-15 23:59:59,225,True,Air VaporMax Moc 2,False
Nike,Sail/Black-University Red,men,Paint Splatter,Air Max 97 Paint Splatter,2018-07-15 23:59:59,170,False,Air Max 97,False
Under Armour,White/Royal,men,Christmas in the Town,Under Armour Curry 6 Christmas in the Town,2018-12-26 23:59:59,130,False,Under Armour Curry 6,False
Jordan,Black/Dark Concord-White,child,Space Jam 2016 (GS),Jordan 11 Retro Space Jam 2016 (GS),2016-12-10 23:59:59,170,False,Jordan 11 Retro,False
Jordan,Black/Gym Red-Black,men,Dirty Bred,Jordan 13 Retro Dirty Bred,2014-12-13 23:59:59,185,False,Jordan 13 Retro,False
Nike,Black/Black-Black,men,Swoosh Pack All-Star 2018 (Black),Air Force 1 Low Swoosh Pack All-Star 2018 (Black),2018-02-15 23:59:59,110,False,Air Force 1 Low,False
Jordan,Black/White,men,RE2PECT (Derek Jeter),Jordan 1 Retro High RE2PECT (Derek Jeter),2017-11-18 23:59:59,160,False,Jordan 1 Retro High,False
Jordan,Team Red/Metallic Gold-Sail-Gum Light Brown,men,Championship Pack "Cigar",Jordan 7 Retro Championship Pack "Cigar",2015-06-20 23:59:59,250,True,Jordan 7 Retro,False
Jordan,Black/Black-White,men,Black Cat,Jordan 6 Retro Black Cat,2016-12-30 23:59:59,190,False,Jordan 6 Retro,False
Jordan,Black/Anthracite-Black,men,Black Cat,Jordan 13 Retro Black Cat,2017-01-21 23:59:59,190,False,Jordan 13 Retro,False
Nike,Black/Black-Dark Grey,men,Laceless Triple Black,Air VaporMax SE Laceless Triple Black,2017-12-01 23:59:59,200,False,Air VaporMax SE,False
Revenge X Storm,Green,men,Green,Revenge X Storm Low Top Green,2017-11-04 23:59:59,None,False,Revenge X Storm Low Top,False
Jordan,Laser White/Chrome-Metallic Silver,men,30th Anniversary Laser,Jordan 4 Retro 30th Anniversary Laser,2015-02-13 23:59:59,250,True,Jordan 4 Retro,False
Jordan,Black/Metallic Gold-University Red,men,Chinese New Year (2019),Jordan XXXIII Chinese New Year (2019),2019-01-04 23:59:59,175,False,Jordan XXXIII,False
Jordan,Black/Varsity Maize-White,men,New Love (2017),Jordan 1 Retro Mid New Love (2017),2017-06-01 23:59:59,110,False,Jordan 1 Retro Mid,False
Nike,Light Bone/Clear-Sail,men,Fear of God Light Bone,Air Skylon 2 Fear of God Light Bone,2018-12-27 23:59:59,150,False,Air Skylon 2,False
Jordan,White/Varsity Red-Black,men,Cherry (2016),Jordan 11 Retro Low Cherry (2016),2016-06-04 23:59:59,170,False,Jordan 11 Retro Low,False
Nike,Dark Neon Royal/Black-White,men,Royal Blue XX 20th Anniversary (2017),Air Foamposite One Royal Blue XX 20th Anniversary (2017),2017-01-20 23:59:59,230,True,Air Foamposite One,False
adidas,Core Black/Core Black/Lush Red,men,Core Black Lush Red (2015/2017),adidas NMD R1 Core Black Lush Red (2015/2017),2015-12-12 23:59:59,170,False,adidas NMD R1,False
Nike,White/Black-Team Red,men,Adonis Creed,Nike Metcon Flyknit 3 Adonis Creed,2018-11-14 23:59:59,160,False,Nike Metcon Flyknit 3,False
Nike,Black/Black-Black,men,Triple Black,Air VaporMax Utility Triple Black,2018-01-04 23:59:59,225,False,Air VaporMax Utility,False
Jordan,Black/Cool Grey-White,men,Oreo,Jordan 5 Retro Oreo,2013-11-29 23:59:59,170,False,Jordan 5 Retro,False
Nike,Black/Black,men,Supreme NBA Black,Air Force 1 Mid Supreme NBA Black,2018-03-08 23:59:59,165,False,Air Force 1 Mid,False
Nike,Aqua/Chrome-Black,men,Diamond Supply Co. "Tiffany",Nike Dunk SB High Diamond Supply Co. "Tiffany",2014-02-08 23:59:59,108,False,Nike Dunk SB High,False
Nike,Purple Pulse/Black-Pink Blast,men,Betrue (2018),Air VaporMax Plus Betrue (2018),2018-06-15 23:59:59,190,False,Air VaporMax Plus,False
Jordan,Black/Varsity Red-White,child,Bred 2016 "Banned" (GS),Jordan 1 Retro Bred 2016 "Banned" (GS),2016-09-03 23:59:59,120,False,Jordan 1 Retro,False
Nike,Tour Yellow/Black,men,Mamba Mentality Bruce Lee,Kyrie 3 Mamba Mentality Bruce Lee,2017-09-15 23:59:59,120,False,Kyrie 3,False
Jordan,Medium Grey/White-Cool Grey,men,Cool Grey (2010),Jordan 11 Retro Cool Grey (2010),2010-12-23 23:59:59,175,False,Jordan 11 Retro,False
Nike,Elemental Rose/Black-Barely Rose-White,men,Off-White Elemental Rose Serena "Queen",Air Max 97 Off-White Elemental Rose Serena "Queen",2018-08-25 23:59:59,190,False,Air Max 97,False
Converse,White/Cone-Ice Blue,men,Off-White,Converse Chuck Taylor All-Star Hi Off-White,2018-05-12 23:59:59,130,False,Converse Chuck Taylor All-Star Hi,False
Nike,White/White-Sail,men,Off-White,Air Force 1 Low Off-White,2017-11-01 23:59:59,170,False,Air Force 1 Low,False
adidas,Solar Red/Solar Red/Bluebird,men,Solar Red Bluebird,adidas Deerupt Solar Red Bluebird,2018-03-22 23:59:59,100,True,adidas Deerupt,False
Jordan,Black/White-Metallic Silver,men,Black,Jordan 11 Retro Cleat Black,2018-03-16 23:59:59,125,True,Jordan 11 Retro Cleat,False
adidas,Core Black/Core Black/Cloud White,men,Core Black,adidas Deerupt Core Black,2018-07-05 23:59:59,100,True,adidas Deerupt,False
Nike,Volt/Volt-Black-White,men,Volt,Nike PG 1 Volt,2017-12-15 23:59:59,110,True,Nike PG 1,False
Nike,Multi-Color/Multi-Color,men,DeMar DeRozan Blue,Kobe A.D. DeMar DeRozan Blue,2018-05-10 23:59:59,150,True,Kobe A.D.,False
adidas,Core Black/Footwear White/Club Purple,men,Black White,adidas Crazy BYW LVL 1 Black White,2018-02-15 23:59:59,170,True,adidas Crazy BYW LVL 1,False
Jordan,White/Blue Hero-Amarillo,men,UCLA,Jordan Why Not Zer0.1 Low UCLA,2018-07-25 23:59:59,115,True,Jordan Why Not Zer0.1 Low,False
Jordan,Black/Black-Black,men,Black White (2018),Jordan Future Low Black White (2018),2018-04-10 23:59:59,140,True,Jordan Future Low,False
Nike,White/Varsity Royal-Varsity Red,men,Forrest Gump (2018),Nike Classic Cortez Forrest Gump (2018),2018-01-01 23:59:59,91,True,Nike Classic Cortez,False
Jordan,Gym Red/Black-White-Wolf Grey,men,Gym Red,Jordan Spizike Gym Red,2017-12-06 23:59:59,175,True,Jordan Spizike,False
Nike,White/White,child,White 2014 (GS),Air Force 1 Low White 2014 (GS),2014-01-01 23:59:59,75,True,Air Force 1 Low,False
Nike,Black/Black-Gum Light Brown,men,Black Gum,Nike SF Air Force 1 Mid Black Gum,2017-10-01 23:59:59,160,True,Nike SF Air Force 1 Mid,False
Nike,Varsity Red/Vrsty Red-Vrsty Rd,men,Triple Red,Air Huarache Triple Red,2015-11-21 23:59:59,110,True,Air Huarache,False
Nike,Game Royal/Game Royal,men,Game Royal,SF Air Force 1 High Game Royal,2018-02-09 23:59:59,180,True,SF Air Force 1 High,False
Nike,Dusty Peach/Dusty Peach,men,Dusty Peach,SF Air Force 1 High Dusty Peach,2018-01-12 23:59:59,180,True,SF Air Force 1 High,False
Nike,Sand/Desert Sand-Sail-Black,men,Sand Black,Air Max 1 Sand Black,2018-04-01 23:59:59,110,True,Air Max 1,False
Puma,Bright White-Gray Violet/White,men,Bright White,Puma Thunder Desert Bright White,2018-08-09 23:59:59,120,True,Puma Thunder Desert,False
Vans,Multi/White,men,Crazy Checks Multi,Vans Old Skool Crazy Checks Multi,2018-01-01 23:59:59,75,False,Vans Old Skool,False
Jordan,Black/Black-University Red-White,child,Yin Yang Black (GS),Jordan 1 Retro Yin Yang Black (GS),None,None,False,Jordan 1 Retro,False
Nike,Black/White-Black,men,Ashes,LeBron 15 Low Ashes,2018-05-01 23:59:59,150,True,LeBron 15 Low,False
Nike,Particle Beige/Particle Beige-Phantom,women,Particle Beige (W),Air Force 1 Sage Low Particle Beige (W),2018-10-05 23:59:59,100,True,Air Force 1 Sage Low,False
Jordan,Pro Purple/Desert Sand,child,Pro Purple Desert Sand (GS),Jordan 1 Mid Pro Purple Desert Sand (GS),2016-01-01 23:59:59,90,True,Jordan 1 Mid,False
Nike,Black/Black-White,men,Black/Black-White,Nike Air Presto Essential Black/Black-White,None,120,True,Nike Air Presto Essential,False
Nike,Black/Chrome-White-University Red,men,Black White,Air Force 270 Black White,2018-03-16 23:59:59,160,True,Air Force 270,False
Nike,Volt/Hyper Jade-Cone-Black,toddler,Off-White Volt (I),Air Force 1 Low Off-White Volt (I),2018-12-19 23:59:59,50,False,Air Force 1 Low,False
Jordan,Sail/University Red,child,Sail (GS),Jordan 1 Retro High OG Sail (GS),2017-08-01 23:59:59,120,True,Jordan 1 Retro High OG,False
Jordan,Black/White,men,Black White,Jordan Legacy 312 Black White,2018-09-10 23:59:59,150,True,Jordan Legacy 312,False
Nike,Safety Orange/Hyper Blue-White,men,Danny Supa,Nike SB Dunk High Danny Supa,2017-10-07 23:59:59,110,True,Nike SB Dunk High,False
Vans,Mickey/True White,men,Disney Mickey Mouse Hand,Vans Old Skool Disney Mickey Mouse Hand,2018-10-05 23:59:59,70,False,Vans Old Skool,False
adidas,Footwear White/Footwear White/Blue,men,Parley White Blue,adidas Ultra Boost Clima Parley White Blue,2018-06-08 23:59:59,200,True,adidas Ultra Boost Clima,False
adidas,Footwear White/White Tint/Core Black,men,White Tint,adidas Ultra Boost Uncaged White Tint,2017-11-30 23:59:59,180,True,adidas Ultra Boost Uncaged,False
adidas,White/White/Blue,men,Prototype,adidas Ultra Boost Mid Prototype,2018-05-05 23:59:59,220,True,adidas Ultra Boost Mid,False
Nike,Black/Black-Metallic Hematite,men,Black Metallic Hematite,Air Max 97/BW Black Metallic Hematite,None,170,True,Air Max 97/BW,False
Jordan,Golden Harvest/Golden Harvest-Gum Yellow,men,Wheat,Jordan 1 Retro High Wheat,2017-11-25 23:59:59,160,True,Jordan 1 Retro High,False
Jordan,Black/Varsity Red-Classic-Green-White,men,Black Varsity Red (2017),Jordan Spizike Black Varsity Red (2017),2017-10-04 23:59:59,175,True,Jordan Spizike,False
Nike,Black/Black-Velvet Brown-Peat Moss,men,Doc Martens,Nike SB Dunk High Deconstructed Doc Martens,2018-10-24 23:59:59,110,True,Nike SB Dunk High Deconstructed,False
Nike,Cool Grey/White,men,City Guardians,Kyrie 4 City Guardians,2018-02-01 23:59:59,120,True,Kyrie 4,False
Nike,Black/Metallic Gold-Phantom,men,Black Gold,LeBron 15 Low Black Gold,2018-05-01 23:59:59,150,True,LeBron 15 Low,False
Jordan,Team Red/Black-Summit White,men,Team Red Black,Jordan 1 Retro Mid Team Red Black,2017-12-01 23:59:59,110,True,Jordan 1 Retro Mid,False
adidas,Footwear White/Grey Two/Footwear White,men,Blizzard,adidas NMD R1 Blizzard,2018-02-01 23:59:59,130,True,adidas NMD R1,False
adidas,Core Black/Core Black/Carbon,men,Triple Black,adidas Yung-1 Triple Black,None,120,True,adidas Yung-1,False
Nike,Platinum Tint/Vast Grey,men,Platinum,KD 10 Platinum,2018-04-13 23:59:59,150,True,KD 10,False
Jordan,Black/Summit White-Dark Grey,men,Black Dark Grey,Jordan 1 Retro Mid Black Dark Grey,2017-12-01 23:59:59,110,True,Jordan 1 Retro Mid,False
Nike,Total Orange/White-Black,women,Just Do It Orange (W),Air Max 1 Just Do It Orange (W),2018-06-28 23:59:59,110,True,Air Max 1,False
Nike,University Red/White-Black-White,men,University Red,LeBron 15 Low University Red,2018-09-01 23:59:59,150,True,LeBron 15 Low,False
Nike,White/Metallic Silver-White,men,White Metallic Silver,LeBron 15 Low White Metallic Silver,2018-03-31 23:59:59,150,True,LeBron 15 Low,False
Nike,White/White-Ice,men,White/White-Ice,Nike Af1 Ultra Flyknit Low White/White-Ice,None,160,True,Nike Af1 Ultra Flyknit Low,False
Nike,Black/Volt-Black-Oil Grey,men,Black Volt Oil Grey,Air Max 270 Black Volt Oil Grey,2018-11-11 23:59:59,150,True,Air Max 270,False
adidas,Blue Spirit/Carbon/White,women,Parley White Blue (W),adidas Ultra Boost 4.0 Parley White Blue (W),2018-06-27 23:59:59,180,True,adidas Ultra Boost 4.0,False
Nike,New Emerald/White-New Emerald,men,Supreme Blue,Nike SB Air Force 2 Low Supreme Blue,2017-09-07 23:59:59,98,False,Nike SB Air Force 2 Low,False
Nike,Black/Dark Grey,men,Triple Black,Air Max Deluxe Triple Black,2018-09-15 23:59:59,200,True,Air Max Deluxe,False
Nike,Wheat Gold/Wheat Gold-Metallic Gold,men,Wheat Retro,Air Zoom Generation Wheat Retro,2018-02-17 23:59:59,225,True,Air Zoom Generation,False
adidas,Cloud White/Cloud White/Blue Tint,women,Cloud White (W),adidas NMD R1 Cloud White (W),2017-01-01 23:59:59,170,True,adidas NMD R1,False
Nike,White/White-White-Gum Light Brown,men,Uncle Drew,Kyrie 4 Uncle Drew,2018-06-23 23:59:59,120,True,Kyrie 4,False
Nike,White/White/White,women,White (W),Air Force 1 '07 XX White (W),2018-11-23 23:59:59,115,False,Air Force 1 '07 XX,False
adidas,Core Black/Supplier Colour/Footwear White,men,Bape,adidas 3ST.002 Bape,None,None,False,adidas 3ST.002,False
Jordan,University Red/Black-White,men,Chicago,Jordan XXX1 Chicago,2016-11-05 23:59:59,185,True,Jordan XXX1,False
Jordan,White/Gym Red-Gym Red-Black,men,White Red,Jordan 11 Retro Cleat White Red,2018-03-16 23:59:59,125,True,Jordan 11 Retro Cleat,False
Jordan,Pure Platinum/Desert Sand,men,Pure Platinum Desert Sand,Jordan 1 Retro High Pure Platinum Desert Sand,2018-04-07 23:59:59,145,True,Jordan 1 Retro High,False
Nike,Summit White/Kinetic Green-Pure Platinum-Sunset Pulse,men,Watermelon,Air Max 1 Watermelon,2018-03-20 23:59:59,110,False,Air Max 1,False
Jordan,Black/Sail,women,AWOK Vogue Black (W),Jordan 3 Retro AWOK Vogue Black (W),2018-09-07 23:59:59,220,True,Jordan 3 Retro,False
Nike,Gym Red/White-Cyber-Gum Light Brown,men,Supreme Red,Nike SB Gato Supreme Red,2018-08-30 23:59:59,110,False,Nike SB Gato,False
Nike,Cool Grey/White-Black,men,Odell Beckham Jr,Air Force 1 Utility Odell Beckham Jr,2018-11-19 23:59:59,145,True,Air Force 1 Utility,False
Nike,Phantom/Leche Blue-Pure Platinum-White,men,Phantom,Air Force 270 Phantom,2018-02-10 23:59:59,160,True,Air Force 270,False
Jordan,White/Fire Red-Cement Grey-Black,child,Hall of Fame (GS),Jordan 3 Retro Hall of Fame (GS),2018-05-12 23:59:59,140,True,Jordan 3 Retro,False
Nike,White/Multi-Color,men,90s (Decades Pack),Kyrie 4 90s (Decades Pack),2018-08-25 23:59:59,120,False,Kyrie 4,False
Nike,White/Black-Palest Purple,men,Betrue (2018),Nike Zoom Fly Betrue (2018),2018-06-06 23:59:59,150,True,Nike Zoom Fly,False
Nike,Black/White-Voltage Yellow,men,Black White Voltage Yellow,Air Max Speed Turf Black White Voltage Yellow,2018-02-15 23:59:59,140,True,Air Max Speed Turf,False
Nike,Black/Black-University Red,men,Fresh Bred,LeBron 16 Fresh Bred,2018-09-20 23:59:59,185,True,LeBron 16,False
Vans,White/Black,men,Comme des Garcons,Vans Authentic Comme des Garcons,2018-10-27 23:59:59,None,False,Vans Authentic,False
Nike,White/Sport Royal-Black,men,Anniversary Royal (2017 Restock Pair),Air Max 1 Anniversary Royal (2017 Restock Pair),2017-10-12 23:59:59,140,False,Air Max 1,False
Nike,Summit White/Black-Team Orange,women,White Black Orange (W),Nike M2K Tekno White Black Orange (W),None,100,False,Nike M2K Tekno,False
Nike,Wheat Gold/Rust Pink-Baroque Brown,men,Crepe Wheat Gold Rust Pink,Air Max 1 Crepe Wheat Gold Rust Pink,2018-10-07 23:59:59,130,False,Air Max 1,False
Jordan,Gym Red/Black-Wolf Grey,men,Bulls Over Broadway,Jordan 10 Retro Bulls Over Broadway,2015-02-14 23:59:59,190,True,Jordan 10 Retro,False
Nike,Summit White/Football Grey-Siren Red-Summit White,men,Light Blue,Air Max 97 Light Blue,2018-09-01 23:59:59,160,True,Air Max 97,False
Nike,Wolf Grey/Dark Grey-Total Crimson,men,Wolf Grey Total Crimson,Air Max 98 Wolf Grey Total Crimson,2018-04-14 23:59:59,160,True,Air Max 98,False
Converse,Purple,men,70s Ox Toy JW Anderson Purple,Converse Chuck Taylor All-Star 70s Ox Toy JW Anderson Purple,2018-07-19 23:59:59,140,False,Converse Chuck Taylor All-Star,False
Jordan,Black/University Red-Green Pulse-Cool Grey,men,Marvin the Martian,Jordan 7 Retro Marvin the Martian,2015-08-15 23:59:59,190,True,Jordan 7 Retro,False
Puma,Marshmallow-Puma Black,men,Polaroid,Puma RS-0 Polaroid,2018-09-08 23:59:59,120,False,Puma RS-0,False
Nike,Persian Violet/Black-Midnight Navy-Laser Orange,women,Persian Violet Midnight Navy (W),Air VaporMax Plus Persian Violet Midnight Navy (W),2018-11-01 23:59:59,190,True,Air VaporMax Plus,False
Nike,Midnight Navy/Black-White-Habanero Red,men,Midnight Navy Habanero Red,Air Max 97 Midnight Navy Habanero Red,2018-09-01 23:59:59,160,True,Air Max 97,False
adidas,Core Black/Multi-Color,men,Multi-Color,adidas Ultra Boost 3.0 Multi-Color,2017-06-28 23:59:59,200,True,adidas Ultra Boost 3.0,False
Nike,Black/Metallic Silver-White,men,Oreo,LeBron 16 Oreo,2018-12-01 23:59:59,185,True,LeBron 16,False
adidas,White/Core Black,men,Tri Color Stripes White,adidas NMD R1 Tri Color Stripes White,2016-12-03 23:59:59,170,True,adidas NMD R1,False
Nike,Black/Black-Anthracite,men,Triple Black (2014/2016/2018),Air Max 95 Triple Black (2014/2016/2018),2016-10-01 23:59:59,160,True,Air Max 95,False
Nike,Black/Black,men,Supreme Black,Nike Zoom Streak Spectrum Plus Supreme Black,2018-06-14 23:59:59,160,True,Nike Zoom Streak Spectrum Plus,False
Jordan,Desert Sand/Black-White-Infrared 23,men,Desert Sand,Jordan 14 Retro Desert Sand,2018-05-15 23:59:59,190,True,Jordan 14 Retro,False
Vans,Marshmallow,men,Deconstructed Marshmallow,Vans Sk8-Hi Deconstructed Marshmallow,2018-06-23 23:59:59,115,False,Vans Sk8-Hi,False
Jordan,White/French Blue-University Blue-Flint Grey,men,French Blue (2015),Jordan 7 Retro French Blue (2015),2015-01-24 23:59:59,190,True,Jordan 7 Retro,False
Nike,Black/Black-Volt-Bright Crimson,men,Black Volt Bright Crimson,Air VaporMax Utility Black Volt Bright Crimson,2018-07-05 23:59:59,225,True,Air VaporMax Utility,False
Jordan,Copper-Black-White,men,Copper (2016),Jordan 17 Retro Copper (2016),2016-04-09 23:59:59,250,True,Jordan 17 Retro,False
Jordan,Black/Sunstone-Orion Blue,men,Chris Paul Away,Jordan 13 Retro Chris Paul Away,2015-11-07 23:59:59,200,True,Jordan 13 Retro,False
New Balance,Brown/Black-Cobalt Blue,men,Kith nonnative,New Balance 997S Kith nonnative,2018-11-21 23:59:59,150,False,New Balance 997S,False
Nike,Cashmere/Green Glow-Purple Dynasty,men,NOLA Gumbo League "Gator King",LeBron 11 NOLA Gumbo League "Gator King",2014-02-14 23:59:59,220,True,LeBron 11,False
Jordan,White/Black-True Red,men,Double Nickel,Jordan 10 Retro Double Nickel,2015-03-28 23:59:59,190,True,Jordan 10 Retro,False
adidas,Core Black/White,men,Black Reflective,adidas Ultra Boost 2.0 Black Reflective,2016-10-26 23:59:59,200,True,adidas Ultra Boost 2.0,False
Nike,White/Pure Platinum-Black-Reflect Silver,men,White,Air Max 98 White,2018-02-28 23:59:59,160,False,Air Max 98,False
Nike,Black/White,men,Black White,Air Max 97 Black White,2017-08-01 23:59:59,160,False,Air Max 97,False
Nike,White/White,men,Just Don (AF100),Air Force 1 High Just Don (AF100),2017-12-01 23:59:59,200,True,Air Force 1 High,False
Nike,Smokey Mauve/Bordeaux-Vintage Wine-Black,women,Bordeaux (W),Air VaporMax Plus Bordeaux (W),2018-08-09 23:59:59,190,True,Air VaporMax Plus,False
Jordan,Wheat/Wheat-Baroque Brown,men,Wheat,Jordan 9 Retro Boot Wheat,2018-10-17 23:59:59,225,True,Jordan 9 Retro Boot,False
